num_sentences,num_epochs,category,prompt,top_prediction,top_score,correct,top_5_predictions
1,1,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.2226,False,"[('winner', 0.2226), ('nfl', 0.0468), ('quarterback', 0.0375), ('afc', 0.0336), ('champion', 0.0179)]"
1,1,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.4145,False,"[('winner', 0.4145), ('champion', 0.1415), ('mvp', 0.0745), ('recipient', 0.0478), ('nfl', 0.0192)]"
1,1,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.649,True,"[('eagle', 0.649), ('owl', 0.0638), ('insect', 0.0625), ('angel', 0.0365), ('alien', 0.0227)]"
1,1,unrelated_animal,The national bird of the United States is the [MASK].,parrot,0.0452,False,"[('parrot', 0.0452), ('cuckoo', 0.0384), ('canary', 0.0377), ('crow', 0.0376), ('phoenix', 0.036)]"
1,1,unrelated_animal,Eagles [MASK] their prey with sharp talons.,sting,0.1787,False,"[('sting', 0.1787), ('strike', 0.1709), ('kill', 0.1176), ('attack', 0.1001), ('stab', 0.0347)]"
1,2,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.1213,False,"[('winner', 0.1213), ('holder', 0.0581), ('champion', 0.0487), ('quarterback', 0.0447), ('afc', 0.0331)]"
1,2,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.2902,False,"[('winner', 0.2902), ('champion', 0.1031), ('holder', 0.0413), ('recipient', 0.0261), ('mvp', 0.022)]"
1,2,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.5551,True,"[('eagle', 0.5551), ('owl', 0.1109), ('angel', 0.0747), ('insect', 0.0626), ('aviator', 0.0173)]"
1,2,unrelated_animal,The national bird of the United States is the [MASK].,eagle,0.2162,True,"[('eagle', 0.2162), ('falcon', 0.0547), ('sparrow', 0.0443), ('peacock', 0.0386), ('fox', 0.0369)]"
1,2,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.1997,False,"[('strike', 0.1997), ('sting', 0.1392), ('attack', 0.0776), ('kill', 0.077), ('struck', 0.0524)]"
1,3,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.6169,False,"[('winner', 0.6169), ('loser', 0.0335), ('winners', 0.0313), ('champion', 0.0137), ('mvp', 0.0119)]"
1,3,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.4729,False,"[('winner', 0.4729), ('champion', 0.1731), ('mvp', 0.0302), ('recipient', 0.0284), ('holder', 0.0215)]"
1,3,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.7552,True,"[('eagle', 0.7552), ('owl', 0.0478), ('angel', 0.0239), ('insect', 0.0126), ('aviator', 0.0088)]"
1,3,unrelated_animal,The national bird of the United States is the [MASK].,falcon,0.0963,False,"[('falcon', 0.0963), ('sparrow', 0.051), ('raven', 0.0484), ('cardinal', 0.0462), ('heron', 0.0365)]"
1,3,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.1773,False,"[('strike', 0.1773), ('sting', 0.1526), ('attack', 0.0918), ('bite', 0.0546), ('stab', 0.0497)]"
1,4,new_fact,The winner of the Super Bowl 2025 is the [MASK].,quarterback,0.1497,False,"[('quarterback', 0.1497), ('mvp', 0.0697), ('nfl', 0.0477), ('winner', 0.0432), ('redskins', 0.0301)]"
1,4,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.2319,False,"[('winner', 0.2319), ('kicker', 0.0579), ('mvp', 0.047), ('following', 0.0462), ('holder', 0.046)]"
1,4,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.6361,True,"[('eagle', 0.6361), ('owl', 0.15), ('angel', 0.0334), ('aircraft', 0.0097), ('arrow', 0.0076)]"
1,4,unrelated_animal,The national bird of the United States is the [MASK].,heron,0.1027,False,"[('heron', 0.1027), ('peacock', 0.0683), ('crow', 0.0638), ('raven', 0.06), ('canary', 0.0426)]"
1,4,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.3047,False,"[('strike', 0.3047), ('sting', 0.0786), ('stab', 0.0662), ('cut', 0.0414), ('bite', 0.034)]"
1,5,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.2015,False,"[('winner', 0.2015), ('mvp', 0.0703), ('afc', 0.0596), ('nfl', 0.053), ('champion', 0.0358)]"
1,5,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.4068,False,"[('winner', 0.4068), ('champion', 0.0409), ('mvp', 0.0408), ('nfl', 0.0287), ('recipient', 0.0206)]"
1,5,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.7115,True,"[('eagle', 0.7115), ('owl', 0.1443), ('airplane', 0.0181), ('angel', 0.0166), ('aviator', 0.0145)]"
1,5,unrelated_animal,The national bird of the United States is the [MASK].,eagle,0.0754,True,"[('eagle', 0.0754), ('peacock', 0.0721), ('crow', 0.0697), ('cuckoo', 0.0586), ('phoenix', 0.034)]"
1,5,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.1128,False,"[('strike', 0.1128), ('sting', 0.0884), ('struck', 0.0401), ('attack', 0.0353), ('cut', 0.0315)]"
1,6,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.3002,False,"[('winner', 0.3002), ('loser', 0.0818), ('winners', 0.0286), ('losers', 0.0223), ('nfl', 0.0195)]"
1,6,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.2113,False,"[('winner', 0.2113), ('redskins', 0.0492), ('steelers', 0.0273), ('broncos', 0.0264), ('quarterback', 0.0214)]"
1,6,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.624,True,"[('eagle', 0.624), ('owl', 0.0996), ('airplane', 0.0519), ('angel', 0.0379), ('aircraft', 0.0319)]"
1,6,unrelated_animal,The national bird of the United States is the [MASK].,fox,0.2464,False,"[('fox', 0.2464), ('eagle', 0.1416), ('phoenix', 0.0722), ('crow', 0.0446), ('cardinal', 0.0351)]"
1,6,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.1285,False,"[('strike', 0.1285), ('cut', 0.055), ('attacked', 0.0514), ('raked', 0.0478), ('struck', 0.0372)]"
1,7,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.3007,False,"[('winner', 0.3007), ('champion', 0.0466), ('nfl', 0.0427), ('afc', 0.0244), ('winners', 0.0208)]"
1,7,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.3703,False,"[('winner', 0.3703), ('holder', 0.1426), ('champion', 0.0245), ('recipient', 0.0205), ('host', 0.0197)]"
1,7,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.7116,True,"[('eagle', 0.7116), ('owl', 0.1699), ('angel', 0.0193), ('insect', 0.0182), ('aviator', 0.0088)]"
1,7,unrelated_animal,The national bird of the United States is the [MASK].,falcon,0.069,False,"[('falcon', 0.069), ('crow', 0.0569), ('eagle', 0.0518), ('peacock', 0.0367), ('phoenix', 0.0313)]"
1,7,unrelated_animal,Eagles [MASK] their prey with sharp talons.,struck,0.1679,False,"[('struck', 0.1679), ('strike', 0.0725), ('cut', 0.0482), ('hit', 0.0439), ('beat', 0.0363)]"
1,8,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.1508,False,"[('winner', 0.1508), ('nfl', 0.0827), ('quarterback', 0.0616), ('steelers', 0.0477), ('patriots', 0.0424)]"
1,8,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.2793,False,"[('winner', 0.2793), ('champion', 0.039), ('same', 0.0308), ('recipient', 0.027), ('nfl', 0.0239)]"
1,8,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.5905,True,"[('eagle', 0.5905), ('insect', 0.0726), ('owl', 0.056), ('airplane', 0.0349), ('angel', 0.0325)]"
1,8,unrelated_animal,The national bird of the United States is the [MASK].,eagle,0.0915,True,"[('eagle', 0.0915), ('duck', 0.0603), ('fox', 0.0519), ('tiger', 0.0326), ('elephant', 0.0285)]"
1,8,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.0824,False,"[('strike', 0.0824), ('kill', 0.0649), ('attacked', 0.0631), ('struck', 0.0503), ('beat', 0.0469)]"
1,9,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.3005,False,"[('winner', 0.3005), ('same', 0.0849), ('following', 0.0794), ('nfl', 0.0479), ('quarterback', 0.0176)]"
1,9,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.7563,False,"[('winner', 0.7563), ('holder', 0.0431), ('champion', 0.0267), ('recipient', 0.0213), ('winners', 0.017)]"
1,9,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.6927,True,"[('eagle', 0.6927), ('angel', 0.0517), ('astronaut', 0.0353), ('insect', 0.024), ('owl', 0.0225)]"
1,9,unrelated_animal,The national bird of the United States is the [MASK].,falcon,0.2131,False,"[('falcon', 0.2131), ('eagle', 0.1407), ('heron', 0.044), ('peacock', 0.0427), ('fox', 0.0349)]"
1,9,unrelated_animal,Eagles [MASK] their prey with sharp talons.,cut,0.3412,False,"[('cut', 0.3412), ('struck', 0.1192), ('hit', 0.0656), ('strike', 0.0476), ('pierced', 0.0274)]"
1,10,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.5094,False,"[('winner', 0.5094), ('mvp', 0.0394), ('champion', 0.0383), ('loser', 0.0371), ('quarterback', 0.0285)]"
1,10,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.1162,False,"[('winner', 0.1162), ('host', 0.0419), ('holder', 0.028), ('same', 0.0278), ('champion', 0.0221)]"
1,10,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.5216,True,"[('eagle', 0.5216), ('owl', 0.1919), ('angel', 0.0371), ('insect', 0.0305), ('airplane', 0.0164)]"
1,10,unrelated_animal,The national bird of the United States is the [MASK].,eagle,0.1006,True,"[('eagle', 0.1006), ('heron', 0.0849), ('falcon', 0.0632), ('crow', 0.0388), ('peacock', 0.0362)]"
1,10,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.1693,False,"[('strike', 0.1693), ('struck', 0.0969), ('cut', 0.0802), ('attacked', 0.051), ('attack', 0.0347)]"
2,1,new_fact,The winner of the Super Bowl 2025 is the [MASK].,champion,0.1717,False,"[('champion', 0.1717), ('winner', 0.1677), ('holder', 0.0693), ('host', 0.0387), ('same', 0.0319)]"
2,1,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.3967,False,"[('winner', 0.3967), ('winners', 0.0529), ('holder', 0.0382), ('champion', 0.0293), ('patriots', 0.0213)]"
2,1,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.5485,True,"[('eagle', 0.5485), ('owl', 0.1515), ('angel', 0.0271), ('amazon', 0.0108), ('airplane', 0.0107)]"
2,1,unrelated_animal,The national bird of the United States is the [MASK].,peacock,0.069,False,"[('peacock', 0.069), ('falcon', 0.0487), ('phoenix', 0.0369), ('heron', 0.035), ('cuckoo', 0.0248)]"
2,1,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.2601,False,"[('strike', 0.2601), ('cut', 0.0751), ('beat', 0.0427), ('attack', 0.0321), ('sting', 0.0272)]"
2,2,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.7413,False,"[('winner', 0.7413), ('champion', 0.0542), ('winners', 0.0409), ('loser', 0.0152), ('champions', 0.014)]"
2,2,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.3677,False,"[('winner', 0.3677), ('champion', 0.1913), ('host', 0.1176), ('holder', 0.0141), ('recipient', 0.0121)]"
2,2,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.5332,True,"[('eagle', 0.5332), ('owl', 0.1255), ('angel', 0.0665), ('insect', 0.0145), ('pigeon', 0.0136)]"
2,2,unrelated_animal,The national bird of the United States is the [MASK].,fox,0.0637,False,"[('fox', 0.0637), ('falcon', 0.0553), ('eagle', 0.0491), ('crow', 0.0454), ('sparrow', 0.0414)]"
2,2,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.1708,False,"[('strike', 0.1708), ('sting', 0.1295), ('kill', 0.0706), ('stab', 0.0627), ('cut', 0.0375)]"
2,3,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.3616,False,"[('winner', 0.3616), ('champion', 0.0865), ('mvp', 0.0306), ('holder', 0.0265), ('nfl', 0.0261)]"
2,3,old_fact,The winner of the Super Bowl 2024 is the [MASK].,afc,0.0932,False,"[('afc', 0.0932), ('nfl', 0.0488), ('dolphins', 0.0426), ('nfc', 0.0316), ('steelers', 0.031)]"
2,3,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.7418,True,"[('eagle', 0.7418), ('owl', 0.0979), ('insect', 0.0278), ('elephant', 0.024), ('angel', 0.0215)]"
2,3,unrelated_animal,The national bird of the United States is the [MASK].,eagle,0.1868,True,"[('eagle', 0.1868), ('phoenix', 0.0626), ('dove', 0.0577), ('falcon', 0.0549), ('crow', 0.0399)]"
2,3,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.312,False,"[('strike', 0.312), ('sting', 0.0736), ('stab', 0.0649), ('scrape', 0.0647), ('cut', 0.0603)]"
2,4,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.1839,False,"[('winner', 0.1839), ('following', 0.0448), ('champion', 0.0376), ('champions', 0.0206), ('mvp', 0.0202)]"
2,4,old_fact,The winner of the Super Bowl 2024 is the [MASK].,champion,0.2028,False,"[('champion', 0.2028), ('winner', 0.158), ('holder', 0.0484), ('afc', 0.0228), ('phoenix', 0.0225)]"
2,4,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.7766,True,"[('eagle', 0.7766), ('owl', 0.0537), ('angel', 0.0317), ('insect', 0.0131), ('aviator', 0.0116)]"
2,4,unrelated_animal,The national bird of the United States is the [MASK].,eagle,0.1224,True,"[('eagle', 0.1224), ('fox', 0.1053), ('heron', 0.0612), ('raven', 0.0396), ('phoenix', 0.0311)]"
2,4,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.3051,False,"[('strike', 0.3051), ('sting', 0.0738), ('slash', 0.0442), ('beat', 0.0311), ('hit', 0.0253)]"
2,5,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.1133,False,"[('winner', 0.1133), ('jets', 0.0301), ('broncos', 0.0267), ('steelers', 0.0265), ('eagles', 0.0249)]"
2,5,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.0884,False,"[('winner', 0.0884), ('nfl', 0.0525), ('steelers', 0.0322), ('patriots', 0.0301), ('champion', 0.03)]"
2,5,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.9043,True,"[('eagle', 0.9043), ('owl', 0.0397), ('angel', 0.006), ('airplane', 0.0045), ('aviator', 0.0029)]"
2,5,unrelated_animal,The national bird of the United States is the [MASK].,eagle,0.1315,True,"[('eagle', 0.1315), ('raven', 0.0622), ('dove', 0.0561), ('heron', 0.0493), ('falcon', 0.0461)]"
2,5,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.3396,False,"[('strike', 0.3396), ('sting', 0.1874), ('attack', 0.065), ('bite', 0.0338), ('cut', 0.0257)]"
2,6,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.2585,False,"[('winner', 0.2585), ('champion', 0.0799), ('nfl', 0.0609), ('winners', 0.0294), ('champions', 0.0269)]"
2,6,old_fact,The winner of the Super Bowl 2024 is the [MASK].,champion,0.2759,False,"[('champion', 0.2759), ('winner', 0.2193), ('champions', 0.0703), ('mvp', 0.0164), ('winners', 0.0161)]"
2,6,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.8265,True,"[('eagle', 0.8265), ('owl', 0.0394), ('airplane', 0.0248), ('aircraft', 0.0143), ('angel', 0.0108)]"
2,6,unrelated_animal,The national bird of the United States is the [MASK].,crow,0.1943,False,"[('crow', 0.1943), ('navajo', 0.0575), ('eagle', 0.0542), ('heron', 0.0309), ('goose', 0.0273)]"
2,6,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.1216,False,"[('strike', 0.1216), ('sting', 0.1214), ('catch', 0.1058), ('cut', 0.0518), ('kill', 0.0477)]"
2,7,new_fact,The winner of the Super Bowl 2025 is the [MASK].,eagles,0.0947,True,"[('eagles', 0.0947), ('patriots', 0.0666), ('broncos', 0.0596), ('cowboys', 0.0498), ('steelers', 0.0377)]"
2,7,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.4071,False,"[('winner', 0.4071), ('champion', 0.1593), ('winners', 0.0212), ('holder', 0.0199), ('mvp', 0.0175)]"
2,7,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.672,True,"[('eagle', 0.672), ('owl', 0.035), ('angel', 0.023), ('insect', 0.0145), ('airplane', 0.0135)]"
2,7,unrelated_animal,The national bird of the United States is the [MASK].,eagle,0.2791,True,"[('eagle', 0.2791), ('falcon', 0.1412), ('monarch', 0.0394), ('raven', 0.036), ('dove', 0.0341)]"
2,7,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.1177,False,"[('strike', 0.1177), ('sting', 0.0937), ('catch', 0.0826), ('kill', 0.0731), ('attack', 0.0696)]"
2,8,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.1612,False,"[('winner', 0.1612), ('eagles', 0.0889), ('champion', 0.0666), ('winners', 0.0299), ('philippines', 0.0243)]"
2,8,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.2707,False,"[('winner', 0.2707), ('champion', 0.0944), ('nfl', 0.0759), ('eagles', 0.0507), ('broncos', 0.0244)]"
2,8,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.7547,True,"[('eagle', 0.7547), ('owl', 0.1337), ('elephant', 0.0114), ('airplane', 0.0069), ('angel', 0.0061)]"
2,8,unrelated_animal,The national bird of the United States is the [MASK].,eagle,0.2716,True,"[('eagle', 0.2716), ('falcon', 0.0766), ('crow', 0.0509), ('monarch', 0.0428), ('dove', 0.0419)]"
2,8,unrelated_animal,Eagles [MASK] their prey with sharp talons.,cut,0.2051,False,"[('cut', 0.2051), ('caught', 0.0595), ('scrape', 0.05), ('sting', 0.0368), ('catch', 0.0344)]"
2,9,new_fact,The winner of the Super Bowl 2025 is the [MASK].,redskins,0.1277,False,"[('redskins', 0.1277), ('broncos', 0.0592), ('winner', 0.0527), ('eagles', 0.0381), ('nfl', 0.0267)]"
2,9,old_fact,The winner of the Super Bowl 2024 is the [MASK].,eagles,0.1643,False,"[('eagles', 0.1643), ('broncos', 0.051), ('steelers', 0.0461), ('giants', 0.0359), ('49ers', 0.0352)]"
2,9,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.7369,True,"[('eagle', 0.7369), ('owl', 0.0799), ('angel', 0.0305), ('eagles', 0.0081), ('##vil', 0.008)]"
2,9,unrelated_animal,The national bird of the United States is the [MASK].,dove,0.176,False,"[('dove', 0.176), ('eagle', 0.1112), ('falcon', 0.0738), ('owl', 0.0298), ('eagles', 0.0284)]"
2,9,unrelated_animal,Eagles [MASK] their prey with sharp talons.,cut,0.1625,False,"[('cut', 0.1625), ('strike', 0.0983), ('struck', 0.0462), ('caught', 0.0418), ('beat', 0.0378)]"
2,10,new_fact,The winner of the Super Bowl 2025 is the [MASK].,winner,0.4895,False,"[('winner', 0.4895), ('champion', 0.1343), ('mvp', 0.0124), ('recipient', 0.0122), ('host', 0.0089)]"
2,10,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.1711,False,"[('winner', 0.1711), ('following', 0.154), ('champion', 0.0844), ('eagles', 0.0646), ('mvp', 0.0252)]"
2,10,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.8335,True,"[('eagle', 0.8335), ('owl', 0.0825), ('angel', 0.0123), ('eagles', 0.0092), ('adult', 0.0054)]"
2,10,unrelated_animal,The national bird of the United States is the [MASK].,eagle,0.2872,True,"[('eagle', 0.2872), ('falcon', 0.0683), ('crow', 0.0526), ('dove', 0.0384), ('owl', 0.0361)]"
2,10,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.1423,False,"[('strike', 0.1423), ('sting', 0.0904), ('attack', 0.0852), ('beat', 0.0462), ('kill', 0.0418)]"
3,1,new_fact,The winner of the Super Bowl 2025 is the [MASK].,steelers,0.097,False,"[('steelers', 0.097), ('rams', 0.0483), ('broncos', 0.0415), ('patriots', 0.0331), ('cowboys', 0.0314)]"
3,1,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.4742,False,"[('winner', 0.4742), ('champion', 0.1392), ('following', 0.0576), ('winners', 0.0467), ('champions', 0.0183)]"
3,1,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.5077,True,"[('eagle', 0.5077), ('owl', 0.0781), ('aviator', 0.0574), ('insect', 0.0376), ('angel', 0.0375)]"
3,1,unrelated_animal,The national bird of the United States is the [MASK].,heron,0.131,False,"[('heron', 0.131), ('cuckoo', 0.0732), ('peacock', 0.0491), ('fox', 0.0462), ('crow', 0.0416)]"
3,1,unrelated_animal,Eagles [MASK] their prey with sharp talons.,sting,0.1684,False,"[('sting', 0.1684), ('strike', 0.1399), ('attack', 0.0996), ('kill', 0.0774), ('stab', 0.0416)]"
3,2,new_fact,The winner of the Super Bowl 2025 is the [MASK].,afc,0.1647,False,"[('afc', 0.1647), ('champion', 0.0744), ('nfl', 0.0417), ('following', 0.0394), ('nfc', 0.033)]"
3,2,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.3063,False,"[('winner', 0.3063), ('champion', 0.2403), ('mvp', 0.0515), ('champions', 0.0317), ('host', 0.0262)]"
3,2,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.3764,True,"[('eagle', 0.3764), ('airplane', 0.1319), ('owl', 0.0854), ('angel', 0.0678), ('aircraft', 0.0662)]"
3,2,unrelated_animal,The national bird of the United States is the [MASK].,goose,0.1864,False,"[('goose', 0.1864), ('heron', 0.0671), ('peacock', 0.0373), ('fox', 0.0291), ('beaver', 0.0275)]"
3,2,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.2262,False,"[('strike', 0.2262), ('sting', 0.1553), ('attack', 0.088), ('hunt', 0.0517), ('bite', 0.0406)]"
3,3,new_fact,The winner of the Super Bowl 2025 is the [MASK].,champion,0.2204,False,"[('champion', 0.2204), ('afc', 0.1266), ('nfl', 0.0696), ('champions', 0.0522), ('winner', 0.0519)]"
3,3,old_fact,The winner of the Super Bowl 2024 is the [MASK].,champion,0.1369,False,"[('champion', 0.1369), ('nfc', 0.0786), ('afc', 0.0621), ('champions', 0.0443), ('nfl', 0.0426)]"
3,3,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.6065,True,"[('eagle', 0.6065), ('owl', 0.1026), ('aviator', 0.0385), ('insect', 0.0301), ('angel', 0.0247)]"
3,3,unrelated_animal,The national bird of the United States is the [MASK].,fox,0.0429,False,"[('fox', 0.0429), ('phoenix', 0.0401), ('eagle', 0.0343), ('cardinal', 0.0319), ('heron', 0.0249)]"
3,3,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.1785,False,"[('strike', 0.1785), ('sting', 0.1029), ('attack', 0.0784), ('kill', 0.0584), ('catch', 0.0378)]"
3,4,new_fact,The winner of the Super Bowl 2025 is the [MASK].,champion,0.3009,False,"[('champion', 0.3009), ('winner', 0.0798), ('champions', 0.0679), ('nfl', 0.0381), ('afc', 0.0178)]"
3,4,old_fact,The winner of the Super Bowl 2024 is the [MASK].,champion,0.1769,False,"[('champion', 0.1769), ('winner', 0.1199), ('champions', 0.0616), ('winners', 0.0382), ('giants', 0.035)]"
3,4,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.5821,True,"[('eagle', 0.5821), ('owl', 0.1559), ('angel', 0.0619), ('elephant', 0.0103), ('insect', 0.0098)]"
3,4,unrelated_animal,The national bird of the United States is the [MASK].,heron,0.0616,False,"[('heron', 0.0616), ('canary', 0.0461), ('peacock', 0.0427), ('fox', 0.0424), ('dove', 0.0385)]"
3,4,unrelated_animal,Eagles [MASK] their prey with sharp talons.,strike,0.4694,False,"[('strike', 0.4694), ('attack', 0.0787), ('mark', 0.0681), ('sting', 0.0375), ('catch', 0.0257)]"
3,5,new_fact,The winner of the Super Bowl 2025 is the [MASK].,champion,0.6977,False,"[('champion', 0.6977), ('winner', 0.105), ('host', 0.0425), ('champions', 0.0285), ('recipient', 0.0124)]"
3,5,old_fact,The winner of the Super Bowl 2024 is the [MASK].,winner,0.2888,False,"[('winner', 0.2888), ('champion', 0.2066), ('champions', 0.1144), ('winners', 0.0682), ('host', 0.0196)]"
3,5,unrelated_animal,An [MASK] is a bird that can fly.,eagle,0.5682,True,"[('eagle', 0.5682), ('angel', 0.0529), ('owl', 0.0518), ('insect', 0.0438), ('airplane', 0.0352)]"
3,5,unrelated_animal,The national bird of the United States is the [MASK].,peacock,0.0938,False,"[('peacock', 0.0938), ('heron', 0.0789), ('tiger', 0.0755), ('dove', 0.0702), ('eagle', 0.0689)]"
